Index,address,price,latitude,longitude,raw data
667,4685 hunt club dr ann arbor,1100.0,42.2205878875552,-83.66635882242198,"{'place_id': 254594567, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 295426649, 'boundingbox': ['42.220537887555', '42.220637887555', '-83.666408822422', '-83.666308822422'], 'lat': '42.2205878875552', 'lon': '-83.66635882242198', 'display_name': '4685, Hunt Club Drive, Hamptons of Cloverlane Apartments, Pittsfield Charter Township, Washtenaw County, Michigan, 48197, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}"
668,3400 nixon rd ann arbor,2731.0,42.32340756987026,-83.70773615416842,"{'place_id': 254601100, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 440954798, 'boundingbox': ['42.32335756987', '42.32345756987', '-83.707786154168', '-83.707686154168'], 'lat': '42.32340756987026', 'lon': '-83.70773615416842', 'display_name': '3400, Nixon Road, Ann\xa0Arbor Charter\xa0Township, Washtenaw County, Michigan, 48105, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}"
670,3400 nixon rd ann arbor,2003.0,42.32340756987026,-83.70773615416842,"{'place_id': 254601100, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 440954798, 'boundingbox': ['42.32335756987', '42.32345756987', '-83.707786154168', '-83.707686154168'], 'lat': '42.32340756987026', 'lon': '-83.70773615416842', 'display_name': '3400, Nixon Road, Ann\xa0Arbor Charter\xa0Township, Washtenaw County, Michigan, 48105, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}"
674,3400 nixon rd ann arbor,1501.0,42.32340756987026,-83.70773615416842,"{'place_id': 254601100, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 440954798, 'boundingbox': ['42.32335756987', '42.32345756987', '-83.707786154168', '-83.707686154168'], 'lat': '42.32340756987026', 'lon': '-83.70773615416842', 'display_name': '3400, Nixon Road, Ann\xa0Arbor Charter\xa0Township, Washtenaw County, Michigan, 48105, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}"
684,727 e kingsley st ann arbor,1795.0,42.284972,-83.739668,"{'place_id': 254604913, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8732307, 'boundingbox': ['42.284922', '42.285022', '-83.739718', '-83.739618'], 'lat': '42.284972', 'lon': '-83.739668', 'display_name': '727, East Kingsley Street, Ann Arbor, Washtenaw County, Michigan, 48104, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.611}"
686,6070 campbell rd ann arbor,1200.0,42.199231618823895,-83.71466960326404,"{'place_id': 254597722, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8730179, 'boundingbox': ['42.199181618824', '42.199281618824', '-83.714719603264', '-83.714619603264'], 'lat': '42.199231618823895', 'lon': '-83.71466960326404', 'display_name': '6070, Campbell Road, Pittsfield Charter Township, Washtenaw County, Michigan, 48108, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.21100000000000002}"
688,2820 windwood ann arbor,1644.0,42.317237859237146,-83.70603874865243,"{'place_id': 254605875, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8725103, 'boundingbox': ['42.317187859237', '42.317287859237', '-83.706088748652', '-83.705988748652'], 'lat': '42.317237859237146', 'lon': '-83.70603874865243', 'display_name': '2820, Windwood Drive, Orion NorthStar Apartments, Ann Arbor, Washtenaw County, Michigan, 48105, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}"
690,3000 signature blvd. ann arbor,1388.0,42.241313,-83.755837,"{'place_id': 254597364, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 442406689, 'boundingbox': ['42.241263', '42.241363', '-83.755887', '-83.755787'], 'lat': '42.241313', 'lon': '-83.755837', 'display_name': '3000, Signature Boulevard, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}"
691,3000 signature blvd. ann arbor,1353.0,42.241313,-83.755837,"{'place_id': 254597364, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 442406689, 'boundingbox': ['42.241263', '42.241363', '-83.755887', '-83.755787'], 'lat': '42.241313', 'lon': '-83.755837', 'display_name': '3000, Signature Boulevard, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}"
694,2224 golfside drive ann arbor,989.0,42.604732,-83.451609,"{'place_id': 82586084, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8713528, 'boundingbox': ['42.604673', '42.6060978', '-83.455986', '-83.446556'], 'lat': '42.604732', 'lon': '-83.451609', 'display_name': 'Golfside Drive, Commerce Township, Oakland County, Michigan, 48382, United States of America', 'class': 'highway', 'type': 'residential', 'importance': 0.3}"
695,2820 windwood ann arbor,1675.0,42.317237859237146,-83.70603874865243,"{'place_id': 254605875, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8725103, 'boundingbox': ['42.317187859237', '42.317287859237', '-83.706088748652', '-83.705988748652'], 'lat': '42.317237859237146', 'lon': '-83.70603874865243', 'display_name': '2820, Windwood Drive, Orion NorthStar Apartments, Ann Arbor, Washtenaw County, Michigan, 48105, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}"
702,2820 windwood ann arbor,1675.0,42.317237859237146,-83.70603874865243,"{'place_id': 254605875, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8725103, 'boundingbox': ['42.317187859237', '42.317287859237', '-83.706088748652', '-83.705988748652'], 'lat': '42.317237859237146', 'lon': '-83.70603874865243', 'display_name': '2820, Windwood Drive, Orion NorthStar Apartments, Ann Arbor, Washtenaw County, Michigan, 48105, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}"
705,2820 windwood ann arbor,1483.0,42.317237859237146,-83.70603874865243,"{'place_id': 254605875, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8725103, 'boundingbox': ['42.317187859237', '42.317287859237', '-83.706088748652', '-83.705988748652'], 'lat': '42.317237859237146', 'lon': '-83.70603874865243', 'display_name': '2820, Windwood Drive, Orion NorthStar Apartments, Ann Arbor, Washtenaw County, Michigan, 48105, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}"
706,2201 glencoe hills dr ann arbor,2179.0,42.25495460431768,-83.67380888701187,"{'place_id': 254589731, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8732185, 'boundingbox': ['42.254904604318', '42.255004604318', '-83.673858887012', '-83.673758887012'], 'lat': '42.25495460431768', 'lon': '-83.67380888701187', 'display_name': '2201, Glencoe Hills Drive, Glencoe Hills, Pittsfield Charter Township, Washtenaw County, Michigan, 48108, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}"
708,275 harbor way ann arbor,1499.0,42.248894899999996,-83.74726903728029,"{'place_id': 184121333, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 444986113, 'boundingbox': ['42.2487875', '42.2489669', '-83.7473987', '-83.7471526'], 'lat': '42.248894899999996', 'lon': '-83.74726903728029', 'display_name': 'Harbor House Clubhouse, 275, Harbor Way, Harbor\xa0House of Ann\xa0Arbor, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America', 'class': 'building', 'type': 'yes', 'importance': 0.511}"
709,2224 golfside drive ann arbor,1029.0,42.604732,-83.451609,"{'place_id': 82586084, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8713528, 'boundingbox': ['42.604673', '42.6060978', '-83.455986', '-83.446556'], 'lat': '42.604732', 'lon': '-83.451609', 'display_name': 'Golfside Drive, Commerce Township, Oakland County, Michigan, 48382, United States of America', 'class': 'highway', 'type': 'residential', 'importance': 0.3}"
710,2224 golfside drive ann arbor,1076.0,42.604732,-83.451609,"{'place_id': 82586084, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8713528, 'boundingbox': ['42.604673', '42.6060978', '-83.455986', '-83.446556'], 'lat': '42.604732', 'lon': '-83.451609', 'display_name': 'Golfside Drive, Commerce Township, Oakland County, Michigan, 48382, United States of America', 'class': 'highway', 'type': 'residential', 'importance': 0.3}"
711,3100 s. winter st. ann arbor,880.0,None,None,None
712,2820 windwood ann arbor,1644.0,42.317237859237146,-83.70603874865243,"{'place_id': 254605875, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8725103, 'boundingbox': ['42.317187859237', '42.317287859237', '-83.706088748652', '-83.705988748652'], 'lat': '42.317237859237146', 'lon': '-83.70603874865243', 'display_name': '2820, Windwood Drive, Orion NorthStar Apartments, Ann Arbor, Washtenaw County, Michigan, 48105, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}"
713,3100 s. winter st. ann arbor,835.0,None,None,None
714,1355 s. winter st. ann arbor,830.0,None,None,None
716,525 west highland rd ann arbor,1029.0,None,None,None
718,955 sumpter road ann arbor,1100.0,42.043497,-83.474991,"{'place_id': 86829394, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 17898576, 'boundingbox': ['42.03463', '42.051132', '-83.48002', '-83.474898'], 'lat': '42.043497', 'lon': '-83.474991', 'display_name': 'Sumpter Road, Scofield, Exeter Township, Monroe County, Michigan, 48117, United States of America', 'class': 'highway', 'type': 'tertiary', 'importance': 0.3}"
720,1984 traver rd ann arbor,1219.0,42.30154991677406,-83.72719734545764,"{'place_id': 254611701, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 441142726, 'boundingbox': ['42.301499916774', '42.301599916774', '-83.727247345458', '-83.727147345458'], 'lat': '42.30154991677406', 'lon': '-83.72719734545764', 'display_name': '1984, Traver Road, Ann Arbor, Washtenaw County, Michigan, 48105, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}"
722,101 lake village ann arbor,1276.0,None,None,None
725,3050 birch hollow dr ann arbor,1210.0,42.23897849959804,-83.71850497747207,"{'place_id': 254613549, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8726245, 'boundingbox': ['42.238928499598', '42.239028499598', '-83.718554977472', '-83.718454977472'], 'lat': '42.23897849959804', 'lon': '-83.71850497747207', 'display_name': '3050, Birch Hollow Drive, Ann Arbor, Washtenaw County, Michigan, 48108, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.611}"
726,309 n. hamilton ann arbor,575.0,None,None,None
727,1980 pauline boulevard ann arbor,1189.0,42.26804544897959,-83.77355891836734,"{'place_id': 254612101, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 442013268, 'boundingbox': ['42.26799544898', '42.26809544898', '-83.773608918367', '-83.773508918367'], 'lat': '42.26804544897959', 'lon': '-83.77355891836734', 'display_name': '1980, Pauline Boulevard, Wildwood, Ann Arbor, Ann\xa0Arbor Charter\xa0Township, Washtenaw County, Michigan, 48103, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.511}"
728,1984 traver rd ann arbor,1469.0,42.30154991677406,-83.72719734545764,"{'place_id': 254611701, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 441142726, 'boundingbox': ['42.301499916774', '42.301599916774', '-83.727247345458', '-83.727147345458'], 'lat': '42.30154991677406', 'lon': '-83.72719734545764', 'display_name': '1984, Traver Road, Ann Arbor, Washtenaw County, Michigan, 48105, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}"
729,603 e. huron street ann arbor,999.0,42.281278262626266,-83.74069102020202,"{'place_id': 254603936, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 412683889, 'boundingbox': ['42.281228262626', '42.281328262626', '-83.740741020202', '-83.740641020202'], 'lat': '42.281278262626266', 'lon': '-83.74069102020202', 'display_name': '603, East Huron Street, Ann Arbor, Washtenaw County, Michigan, 48104, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.611}"
730,603 e. huron street ann arbor,1049.0,42.281278262626266,-83.74069102020202,"{'place_id': 254603936, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 412683889, 'boundingbox': ['42.281228262626', '42.281328262626', '-83.740741020202', '-83.740641020202'], 'lat': '42.281278262626266', 'lon': '-83.74069102020202', 'display_name': '603, East Huron Street, Ann Arbor, Washtenaw County, Michigan, 48104, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.611}"
731,2501 keystone ln ann arbor,840.0,42.262155,-83.779853,"{'place_id': 254589711, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8728563, 'boundingbox': ['42.262105', '42.262205', '-83.779903', '-83.779803'], 'lat': '42.262155', 'lon': '-83.779853', 'display_name': '2501, Keystone Lane, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}"
732,2501 keystone ln ann arbor,840.0,42.262155,-83.779853,"{'place_id': 254589711, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8728563, 'boundingbox': ['42.262105', '42.262205', '-83.779903', '-83.779803'], 'lat': '42.262155', 'lon': '-83.779853', 'display_name': '2501, Keystone Lane, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}"
734,2501 keystone ln ann arbor,1040.0,42.262155,-83.779853,"{'place_id': 254589711, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8728563, 'boundingbox': ['42.262105', '42.262205', '-83.779903', '-83.779803'], 'lat': '42.262155', 'lon': '-83.779853', 'display_name': '2501, Keystone Lane, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}"
736,2960 international drive ann arbor,859.0,42.25326811764706,-83.65968235294118,"{'place_id': 254591773, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8724352, 'boundingbox': ['42.253218117647', '42.253318117647', '-83.659732352941', '-83.659632352941'], 'lat': '42.25326811764706', 'lon': '-83.65968235294118', 'display_name': '2960, International Drive, Charter Township of Ypsilanti, Washtenaw County, Michigan, 48197, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.31100000000000005}"
737,101 lake village ann arbor,1276.0,None,None,None
738,2820 windwood ann arbor,1483.0,42.317237859237146,-83.70603874865243,"{'place_id': 254605875, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8725103, 'boundingbox': ['42.317187859237', '42.317287859237', '-83.706088748652', '-83.705988748652'], 'lat': '42.317237859237146', 'lon': '-83.70603874865243', 'display_name': '2820, Windwood Drive, Orion NorthStar Apartments, Ann Arbor, Washtenaw County, Michigan, 48105, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}"
741,2201 glencoe hills drive ann arbor,929.0,42.25495460431768,-83.67380888701187,"{'place_id': 254589731, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8732185, 'boundingbox': ['42.254904604318', '42.255004604318', '-83.673858887012', '-83.673758887012'], 'lat': '42.25495460431768', 'lon': '-83.67380888701187', 'display_name': '2201, Glencoe Hills Drive, Glencoe Hills, Pittsfield Charter Township, Washtenaw County, Michigan, 48108, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}"
742,140 lauff drive ann arbor,1040.0,None,None,None
743,1107 s university ave ann arbor,800.0,42.27507253061224,-83.73555089795919,"{'place_id': 254612448, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8732308, 'boundingbox': ['42.275022530612', '42.275122530612', '-83.735600897959', '-83.735500897959'], 'lat': '42.27507253061224', 'lon': '-83.73555089795919', 'display_name': '1107, South University Avenue, Ann Arbor, Washtenaw County, Michigan, 48104, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.611}"
745,3050 birch hollow dr ann arbor,1150.0,42.23897849959804,-83.71850497747207,"{'place_id': 254613549, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8726245, 'boundingbox': ['42.238928499598', '42.239028499598', '-83.718554977472', '-83.718454977472'], 'lat': '42.23897849959804', 'lon': '-83.71850497747207', 'display_name': '3050, Birch Hollow Drive, Ann Arbor, Washtenaw County, Michigan, 48108, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.611}"
747,525 west highland rd ann arbor,1029.0,None,None,None
748,27883 independence st ann arbor,825.0,None,None,None
749,1099 maiden lane ann arbor,2095.0,42.2880756419774,-83.73392051551193,"{'place_id': 254609346, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8727887, 'boundingbox': ['42.288025641977', '42.288125641977', '-83.733970515512', '-83.733870515512'], 'lat': '42.2880756419774', 'lon': '-83.73392051551193', 'display_name': '1099, Maiden Lane, Ann Arbor, Washtenaw County, Michigan, 48105, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.511}"
750,27883 independence st ann arbor,1090.0,None,None,None
751,1751 cass lake front st ann arbor,950.0,None,None,None
752,574 town trail ann arbor,1500.0,None,None,None
755,3050 birch hollow dr ann arbor,1075.0,42.23897849959804,-83.71850497747207,"{'place_id': 254613549, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8726245, 'boundingbox': ['42.238928499598', '42.239028499598', '-83.718554977472', '-83.718454977472'], 'lat': '42.23897849959804', 'lon': '-83.71850497747207', 'display_name': '3050, Birch Hollow Drive, Ann Arbor, Washtenaw County, Michigan, 48108, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.611}"
756,275 harbor way ann arbor,1499.0,42.248894899999996,-83.74726903728029,"{'place_id': 184121333, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 444986113, 'boundingbox': ['42.2487875', '42.2489669', '-83.7473987', '-83.7471526'], 'lat': '42.248894899999996', 'lon': '-83.74726903728029', 'display_name': 'Harbor House Clubhouse, 275, Harbor Way, Harbor\xa0House of Ann\xa0Arbor, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America', 'class': 'building', 'type': 'yes', 'importance': 0.511}"
757,3016 cloverly lane ann arbor,1400.0,42.2312206,-83.7194216,"{'place_id': 146464803, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 251047109, 'boundingbox': ['42.2312182', '42.2312229', '-83.71958', '-83.7192298'], 'lat': '42.2312206', 'lon': '-83.7194216', 'display_name': 'Cloverly Lane, Cloverly Village, Ann Arbor, Washtenaw County, Michigan, 48108, United States of America', 'class': 'highway', 'type': 'service', 'importance': 0.475}"
764,1863 collins ct. ann arbor,999.0,None,None,None
766,1837 davis st. ann arbor,999.0,None,None,None
767,2044 mcdivitt ct. ann arbor,1364.0,None,None,None
769,1050 fishville rd ann arbor,2099.0,None,None,None
770,3050 birch hollow dr ann arbor,975.0,42.23897849959804,-83.71850497747207,"{'place_id': 254613549, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8726245, 'boundingbox': ['42.238928499598', '42.239028499598', '-83.718554977472', '-83.718454977472'], 'lat': '42.23897849959804', 'lon': '-83.71850497747207', 'display_name': '3050, Birch Hollow Drive, Ann Arbor, Washtenaw County, Michigan, 48108, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.611}"
771,3050 birch hollow dr ann arbor,1515.0,42.23897849959804,-83.71850497747207,"{'place_id': 254613549, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8726245, 'boundingbox': ['42.238928499598', '42.239028499598', '-83.718554977472', '-83.718454977472'], 'lat': '42.23897849959804', 'lon': '-83.71850497747207', 'display_name': '3050, Birch Hollow Drive, Ann Arbor, Washtenaw County, Michigan, 48108, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.611}"
772,1984 traver rd ann arbor,1499.0,42.30154991677406,-83.72719734545764,"{'place_id': 254611701, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 441142726, 'boundingbox': ['42.301499916774', '42.301599916774', '-83.727247345458', '-83.727147345458'], 'lat': '42.30154991677406', 'lon': '-83.72719734545764', 'display_name': '1984, Traver Road, Ann Arbor, Washtenaw County, Michigan, 48105, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}"
774,2820 windwood ann arbor,1644.0,42.317237859237146,-83.70603874865243,"{'place_id': 254605875, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8725103, 'boundingbox': ['42.317187859237', '42.317287859237', '-83.706088748652', '-83.705988748652'], 'lat': '42.317237859237146', 'lon': '-83.70603874865243', 'display_name': '2820, Windwood Drive, Orion NorthStar Apartments, Ann Arbor, Washtenaw County, Michigan, 48105, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}"
775,2501 keystone lane ann arbor,915.0,42.262155,-83.779853,"{'place_id': 254589711, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8728563, 'boundingbox': ['42.262105', '42.262205', '-83.779903', '-83.779803'], 'lat': '42.262155', 'lon': '-83.779853', 'display_name': '2501, Keystone Lane, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.511}"
776,8719 meadowbrook unit 12 ann arbor,850.0,None,None,None
777,27883 independence st ann arbor,1090.0,None,None,None
778,2501 keystone lane ann arbor,1040.0,42.262155,-83.779853,"{'place_id': 254589711, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8728563, 'boundingbox': ['42.262105', '42.262205', '-83.779903', '-83.779803'], 'lat': '42.262155', 'lon': '-83.779853', 'display_name': '2501, Keystone Lane, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.511}"
779,2501 keystone lane ann arbor,915.0,42.262155,-83.779853,"{'place_id': 254589711, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8728563, 'boundingbox': ['42.262105', '42.262205', '-83.779903', '-83.779803'], 'lat': '42.262155', 'lon': '-83.779853', 'display_name': '2501, Keystone Lane, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.511}"
780,140 lauff drive ann arbor,1030.0,None,None,None
782,1505 natalie ln ann arbor,1245.0,42.2939505433245,-83.6833615036768,"{'place_id': 254598836, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 441612496, 'boundingbox': ['42.293900543324', '42.294000543325', '-83.683411503677', '-83.683311503677'], 'lat': '42.2939505433245', 'lon': '-83.6833615036768', 'display_name': '1505, Natalie Lane, Ann Arbor, Washtenaw County, Michigan, 48105, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}"
783,1837 davis st. ann arbor,999.0,None,None,None
784,2044 mcdivitt ct. ann arbor,1364.0,None,None,None
790,1984 traver rd ann arbor,1219.0,42.30154991677406,-83.72719734545764,"{'place_id': 254611701, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 441142726, 'boundingbox': ['42.301499916774', '42.301599916774', '-83.727247345458', '-83.727147345458'], 'lat': '42.30154991677406', 'lon': '-83.72719734545764', 'display_name': '1984, Traver Road, Ann Arbor, Washtenaw County, Michigan, 48105, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.411}"
792,275 harbor way ann arbor,1499.0,42.248894899999996,-83.74726903728029,"{'place_id': 184121333, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 444986113, 'boundingbox': ['42.2487875', '42.2489669', '-83.7473987', '-83.7471526'], 'lat': '42.248894899999996', 'lon': '-83.74726903728029', 'display_name': 'Harbor House Clubhouse, 275, Harbor Way, Harbor\xa0House of Ann\xa0Arbor, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America', 'class': 'building', 'type': 'yes', 'importance': 0.511}"
798,140 lauff drive ann arbor,1040.0,None,None,None
799,2021 medford rd ann arbor,1529.0,42.2587134,-83.7151381,"{'place_id': 61365275, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5110214619, 'boundingbox': ['42.2586634', '42.2587634', '-83.7151881', '-83.7150881'], 'lat': '42.2587134', 'lon': '-83.7151381', 'display_name': '2021, Medford Road, Arbor\xa0Village Apartments, Ann Arbor, Washtenaw County, Michigan, 48104-3628, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.511}"
800,212 stevens drive ann arbor,918.0,42.23537281632653,-83.63840071428572,"{'place_id': 254592877, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 8728722, 'boundingbox': ['42.235322816327', '42.235422816327', '-83.638450714286', '-83.638350714286'], 'lat': '42.23537281632653', 'lon': '-83.63840071428572', 'display_name': '212, Stevens Drive, Eastlawn, Charter Township of Ypsilanti, Washtenaw County, Michigan, 48197, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.31100000000000005}"
803,512 n ashley st ann arbor,1295.0,42.285222653061226,-83.74940814285713,"{'place_id': 254608419, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 176799482, 'boundingbox': ['42.285172653061', '42.285272653061', '-83.749458142857', '-83.749358142857'], 'lat': '42.285222653061226', 'lon': '-83.74940814285713', 'display_name': '512, North Ashley Street, Wildwood, Ann Arbor, Washtenaw County, Michigan, 48103, United States of America', 'class': 'place', 'type': 'house', 'importance': 0.611}"
