StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q4,Q5,Q55,Q6#1_1,Q6#2_1,Q7#1_1,Q7#2_1,Q8,Q9,Q10,Q11,Q11_7_TEXT,Q12,Q13,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q16,Q17,Q18,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q20#1_1,Q20#2_1,Q21,Q22,Q23,Q24_1,Q24_2,Q24_3,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q31_4_TEXT,Q33,Q33_7_TEXT,Q34,Q35,Q54,Q31_4_TEXT - Parent Topics,Q31_4_TEXT - Sentiment Polarity,Q31_4_TEXT - Sentiment Score,Q31_4_TEXT - Sentiment,Q31_4_TEXT - Topic Sentiment Label,Q31_4_TEXT - Topic Sentiment Score,Q31_4_TEXT - Topics
11/26/2019 08:42:56,11/26/2019 08:49:19,IP Address,68.134.128.202,100,382,True,11/26/2019 08:49:20,R_1jjlbdCbMzxtGR1,,,,,39.4234008789062,-76.7761993408203,anonymous,EN,Yes,"42.27430594024399,-83.73545941796874",1200,3,November,2017,August,2018,August,August,Zaragon,"Wifi,Laundry",,Definitely not,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,,Once or twice a semester,Once or twice every other month,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,September,2019,9,No,,Strongly disagree,Somewhat agree,Strongly Agree,21,Undergraduate,Senior,Business,White,No,Female,,Heterosexual,,"$150,000 to $199,999",I am mostly financially dependent on other(s) (I am responsible for less than 50% of my finances),Scberns,,,,,,,
11/26/2019 08:46:11,11/26/2019 08:51:23,IP Address,35.1.142.34,100,312,True,11/26/2019 08:51:24,R_1Oy6vum7k9jSK9X,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,Yes,"42.24981848701237,-83.66387662377929",700,1,August,2018,September,2018,September,September,Beacon Management,"Heat,Parking",,Definitely not,Yes,Yes,Agree,Agree,Strongly Agree,Strongly Agree,Agree,,Strongly Agree,,Never,Never,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,,,7,Yes,Yes,Somewhat agree,Disagree,Disagree,26,Graduate,,LSA,White,No,Female,,Heterosexual,,"$150,000 to $199,999",I am fully financially independent,kellyalg,,,,,,,
11/26/2019 07:23:08,11/26/2019 08:53:01,IP Address,67.194.46.250,100,5393,True,11/26/2019 08:53:02,R_1opARGRfM94ScJk,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,Yes,"42.26055475398028,-83.74015864816283",500,1,April,2018,August,2018,August,August,State Street Management (Dan Meisels),"Water,Parking",,Definitely yes,No,Maybe,Agree,Agree,Agree,Strongly disagree,Disagree,,Strongly disagree,,Once or twice a month,Never,Neutral,Neutral,,Neutral,,,September,,4,No,,Strongly Agree,Somewhat agree,Neutral,24,Graduate,,Education,Black or African American,No,Female,,Heterosexual,,"$50,000 to $74,999",I am fully financially independent,akanib,,,,,,,
11/26/2019 08:48:49,11/26/2019 08:55:52,IP Address,35.1.241.6,100,423,True,11/26/2019 08:55:54,R_cMDyzvXcxVl9Oed,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,Yes,"42.280720017191314,-83.74302324739074",1990,0,April,2019,July,2019,August,August,Varsity,"Water,Electricity,Wifi,Heat,Laundry",,Definitely not,Yes,Maybe,Strongly disagree,Neutral,Neutral,Disagree,Agree,,Neutral,None of them,Once or twice a semester,Never,Agree,Strongly disagree,Strongly disagree,Disagree,,,,,7,No,,Somewhat agree,Somewhat agree,Somewhat agree,27,Graduate,,Business,East Asian,No,Female,,Heterosexual,,"$50,000 to $74,999",I am mostly financially independent (I am responsible for more than 50% of my finances),pakananc,,,,,,,
11/26/2019 08:57:18,11/26/2019 08:57:35,IP Address,35.1.77.61,100,17,True,11/26/2019 08:57:36,R_1rv4RwRhzjgJqtb,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 09:03:42,11/26/2019 09:03:54,IP Address,35.1.241.19,100,12,True,11/26/2019 09:03:55,R_25uRB0F2Ch6BVah,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 09:08:42,11/26/2019 09:09:55,IP Address,35.2.77.166,100,73,True,11/26/2019 09:09:56,R_2R1Ea7w1QEWf7UF,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 09:09:18,11/26/2019 09:12:27,IP Address,198.111.181.107,100,189,True,11/26/2019 09:12:29,R_2rjED2buAi6c12I,,,,,42.2196044921875,-83.6045989990234,anonymous,EN,Yes,"42.27019360194714,-83.74344167199706",775,1,October,2017,August,2018,September,August,Cabrio Properties,"Water,Heat,Parking",,Definitely not,Yes,Yes,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Once or twice a month,Once or twice a semester,Agree,Disagree,,Agree,,,,,9,No,,Disagree,Neutral,Strongly Agree,20,Undergraduate,Junior,Nursing,White,No,Male,,Gay/Lesbian,,"$50,000 to $74,999",I am fully financially independent,tatki ,,,,,,,
11/26/2019 09:09:09,11/26/2019 09:13:42,IP Address,99.117.64.87,100,273,True,11/26/2019 09:13:43,R_r8EDiOtU9rXCpaN,,,,,42.5417938232422,-83.2129974365234,anonymous,EN,Yes,"42.282228183051906,-83.75644502130126",725,1,June,2019,July,2019,July,October,CMB Property Management,"Water,Laundry",,Definitely yes,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,,Once or twice a month,Never,Agree,Agree,Agree,Agree,,,,,8,No,,Strongly disagree,Neutral,Somewhat agree,28,Graduate,,Public Policy,White,No,Male,,Gay/Lesbian,,"Less than $49,000",I am fully financially independent,no,,,,,,,
11/26/2019 09:19:03,11/26/2019 09:19:16,IP Address,35.3.103.144,100,13,True,11/26/2019 09:19:17,R_2xRvZ5QDew9buR7,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 09:19:56,11/26/2019 09:20:05,IP Address,73.161.154.246,100,8,True,11/26/2019 09:20:06,R_2P4Jv0x4sBNFWDI,,,,,42.6002044677734,-83.003303527832,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 09:11:59,11/26/2019 09:20:14,IP Address,68.42.71.215,100,495,True,11/26/2019 09:20:15,R_2SCS4aoXDKXA72E,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,Yes,"42.278608524339866,-83.74324855294799",820,6,October,2017,August,2018,August,August,Campus Management ,Parking,,Definitely yes,Yes,Maybe,Strongly disagree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Some of them,Once or twice a month,Once or twice a semester,Agree,Strongly disagree,,Agree,,,,,6,I'm not sure,,Disagree,Strongly Agree,Somewhat agree,21,Undergraduate,Senior,LSA,White,No,Female,,Heterosexual,,"$150,000 to $199,999",Prefer not to respond,tcbanks,,,,,,,
11/26/2019 09:16:17,11/26/2019 09:21:48,IP Address,35.0.39.123,100,331,True,11/26/2019 09:21:49,R_1mOsoa0Zb7RDrFT,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,Yes,"42.27268644135827,-83.74097403970336",500,3,January,2018,August,2018,April,August,Prime Student Housing,"Water,Wifi,Heat,Parking",,Definitely not,Yes,Yes,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Once or twice a semester,Never,Neutral,Strongly disagree,,Neutral,Agree,,September,2019,6,No,,Disagree,Strongly Agree,Strongly Agree,20,Undergraduate,Senior,LSA,White,No,Female,,Heterosexual,,"Less than $49,000",I am fully financially independent,klemzm,,,,,,,
11/26/2019 09:22:06,11/26/2019 09:23:23,IP Address,35.2.125.183,100,76,True,11/26/2019 09:23:23,R_2tAvG6yGutRVh8i,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 09:25:31,11/26/2019 09:28:28,IP Address,141.211.53.3,100,177,True,11/26/2019 09:28:29,R_9nv0CnhcjFZaUdX,,,,,42.2776031494141,-83.7408981323242,anonymous,EN,Yes,"42.27665572737484,-83.73717603173827",1425,1,August,2018,September,2018,September,August,Great Arbor,Other,NA,Definitely yes,Yes,Maybe,,,,,,,,,Never,Never,,,,,,,December,2018,5,I'm not sure,,Neutral,Neutral,Neutral,30,Graduate,,LSA,East Asian,No,Female,,Heterosexual,,"Less than $49,000",I am fully financially independent,ginnylu,,,,,,,
11/26/2019 09:31:43,11/26/2019 09:33:00,IP Address,35.2.84.241,100,77,True,11/26/2019 09:33:01,R_1jE7UEWEtJ1EgJg,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 09:34:16,11/26/2019 09:34:27,IP Address,35.2.159.219,100,10,True,11/26/2019 09:34:27,R_1Cr04G5OulKqFzR,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 09:37:34,11/26/2019 09:37:47,IP Address,35.1.57.167,100,13,True,11/26/2019 09:37:48,R_VOaprpTFFN5LMSl,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 09:41:53,11/26/2019 09:42:00,IP Address,35.2.151.133,100,6,True,11/26/2019 09:42:01,R_1i9etROLJXlpv0x,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 08:58:36,11/26/2019 09:42:29,IP Address,35.1.207.43,100,2633,True,11/26/2019 09:42:31,R_3MEHAG5SZnBFFi4,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,Yes,"42.282132931539124,-83.74159631219482",850,2,November,2017,August,2018,August,August,Metro Property Services,"Water,Parking",,Definitely yes,Yes,Yes,Agree,Agree,Disagree,Agree,Agree,,Agree,,Once or twice a semester,Never,Agree,Agree,,Agree,,,,,7,Yes,Yes,Neutral,Somewhat agree,Neutral,27,Graduate,,LSA,White,No,Male,,Heterosexual,,"$200,000 or more",I am fully financially independent,lernerm,,,,,,,
11/26/2019 09:47:26,11/26/2019 09:47:38,IP Address,208.75.19.158,100,11,True,11/26/2019 09:47:38,R_2DZyXKEkzyTsJMp,,,,,42.2709045410156,-83.7267990112305,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 10:04:39,11/26/2019 10:04:54,IP Address,174.230.23.118,100,14,True,11/26/2019 10:04:56,R_2aklzxW3CJGPbHs,,,,,42.5655059814453,-83.378303527832,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 10:10:38,11/26/2019 10:11:21,IP Address,141.212.196.196,100,42,True,11/26/2019 10:11:21,R_2xDXg0xrj7EJZPi,,,,,42.2776031494141,-83.7408981323242,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 10:12:12,11/26/2019 10:12:22,IP Address,35.2.211.221,100,9,True,11/26/2019 10:12:23,R_2BbA6xjsDWbkxzV,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 10:17:04,11/26/2019 10:17:28,IP Address,35.2.62.174,100,24,True,11/26/2019 10:17:29,R_1MJUq8Q42Qiv4Kx,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 10:13:30,11/26/2019 10:17:39,IP Address,35.1.33.48,100,248,True,11/26/2019 10:17:40,R_1IB4w3LCpomdhx3,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,Yes,"42.27459172984511,-83.73299178567504",1250,3,September,2017,August,2018,August,August,Landmark,Wifi,,Definitely not,Yes,Maybe,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,,Once or twice a month,Never,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,September,2019,7,No,,Disagree,Somewhat agree,Strongly Agree,21,Undergraduate,Senior,LSA,White,No,Female,,Heterosexual,,"$200,000 or more",I am mostly financially dependent on other(s) (I am responsible for less than 50% of my finances),elenabar,,,,,,,
11/26/2019 10:15:03,11/26/2019 10:19:30,IP Address,173.13.21.197,100,266,True,11/26/2019 10:19:30,R_2pVNqQeZs6m6wfg,,,,,42.2709045410156,-83.7267990112305,anonymous,EN,Yes,"42.276973259456526,-83.73226222482299",450,3,November,2017,August,2018,August,August,Prime,"Wifi,Parking",,Definitely not,Yes,Maybe,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Some of them,Once or twice every other month,Once or twice a semester,Agree,Neutral,,Agree,,,,,7,No,,Disagree,Neutral,Strongly Agree,21,Undergraduate,Senior,LSA,Prefer not to say,No,Female,,Heterosexual,,"Less than $49,000",Prefer not to respond,gongca,,,,,,,
11/26/2019 10:25:19,11/26/2019 10:25:36,IP Address,35.2.79.192,100,17,True,11/26/2019 10:25:37,R_2CTlN9fanPMFJE9,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 10:32:53,11/26/2019 10:32:59,IP Address,35.2.52.72,100,5,True,11/26/2019 10:33:00,R_2UilVIDcHh3vc4i,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 10:39:56,11/26/2019 10:40:04,IP Address,35.1.159.130,100,7,True,11/26/2019 10:40:04,R_1r6zkHOXGhUa4Ns,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 10:47:14,11/26/2019 10:47:40,IP Address,99.171.110.21,100,25,True,11/26/2019 10:47:41,R_2Seh2Fd7ARwRJ5F,,,,,33.6748046875,-117.908905029297,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 10:55:36,11/26/2019 10:57:10,IP Address,35.1.92.75,100,93,True,11/26/2019 10:57:11,R_3knAeoi84GaAc4B,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 10:57:49,11/26/2019 10:57:58,IP Address,35.2.164.176,100,8,True,11/26/2019 10:57:59,R_3rONly3QIr1PJyP,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 10:58:14,11/26/2019 10:58:21,IP Address,35.1.87.100,100,7,True,11/26/2019 10:58:22,R_2zl0DEXxiPAhxaJ,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 10:57:34,11/26/2019 11:03:13,IP Address,35.3.21.124,100,339,True,11/26/2019 11:03:14,R_3mAFNFi3AMkQAzT,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,Yes,"42.30879773034255,-83.71393737283324",500,3 myself included,June,2017,September,2018,August,August,McKinley,Other,none,Definitely not,Yes,Maybe,Disagree,Neutral,Neutral,Disagree,Disagree,Strongly disagree,Neutral,,Once or twice a month,Once or twice a semester,Strongly disagree,Neutral,,Strongly disagree,,,,,1,No,,Somewhat agree,Somewhat agree,Neutral,24,Graduate,,Engineering,White,Yes,Male,,Queer,,"Less than $49,000",I am fully financially independent,nope,,,,,,,
11/26/2019 11:07:57,11/26/2019 11:16:04,IP Address,35.3.39.145,100,487,True,11/26/2019 11:16:05,R_3dWVPFkh0qFGsdJ,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,Yes,"42.27614767271624,-83.72769174066161",775,3 roommates,November,2017,August,2018,August,August,Campus Management,"Laundry,Parking",,Definitely yes,I'm not sure,Yes,Strongly disagree,Neutral,Agree,Agree,Agree,Agree,Agree,,Once or twice every other month,Once or twice a semester,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,7,No,,Disagree,Somewhat agree,Strongly Agree,21,Undergraduate,Senior,Engineering,"White,Middle Eastern or North African",No,Female,,Heterosexual,,"$200,000 or more",I am mostly financially dependent on other(s) (I am responsible for less than 50% of my finances),aviamato,,,,,,,
11/26/2019 11:21:00,11/26/2019 11:24:36,IP Address,35.1.65.109,100,215,True,11/26/2019 11:24:37,R_2tDzRKt7KF91oS4,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,Yes,"42.28225993352386,-83.74065217462157",1025,0,November,2018,August,2019,August,August,Cappo Management/Deinco Properties,"Water,Heat,Laundry",,Definitely not,Yes,Yes,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,,Once or twice every other month,Once or twice a semester,Strongly Agree,Strongly disagree,,Strongly Agree,,,,,8,No,,Strongly disagree,Somewhat agree,Strongly Agree,23,Graduate,,Rackham School of Graduate Studies,White,Yes,Male,,Bisexual,,"$50,000 to $74,999",I am fully financially independent,haydencj,,,,,,,
11/26/2019 11:30:13,11/26/2019 11:30:21,IP Address,35.3.8.201,100,7,True,11/26/2019 11:30:22,R_D8BqUN4oS02BuH7,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 11:33:27,11/26/2019 11:33:34,IP Address,67.194.212.178,100,6,True,11/26/2019 11:33:34,R_1GQ8OdbcrsfqxWp,,,,,42.2776031494141,-83.7408981323242,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 11:35:50,11/26/2019 11:36:01,IP Address,35.2.239.206,100,11,True,11/26/2019 11:36:03,R_1JL6g8T9B2giSs6,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 11:41:19,11/26/2019 11:43:14,IP Address,35.1.198.201,100,114,True,11/26/2019 11:43:15,R_11jwj7jRkEqsMyw,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 12:33:03,11/26/2019 12:33:11,IP Address,141.211.15.7,100,8,True,11/26/2019 12:33:12,R_2WI3sckYVUsDF2G,,,,,42.2776031494141,-83.7408981323242,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 12:42:21,11/26/2019 12:45:58,IP Address,96.66.30.73,100,216,True,11/26/2019 12:45:59,R_1mRBkp3qImsAeEo,,,,,42.2709045410156,-83.7267990112305,anonymous,EN,Yes,"42.27582616726158,-83.72693535771941",800,2,February,2019,August,2019,September,September,CMB,"Water,Electricity,Wifi,Heat,Laundry",,Definitely yes,Yes,Yes,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,All of them,Once or twice a semester,Never,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,,,9,Yes,Yes,Neutral,Somewhat agree,Somewhat agree,20,Undergraduate,Sophomore,LSA,White,No,Male,,Heterosexual,,"$200,000 or more",I am mostly financially dependent on other(s) (I am responsible for less than 50% of my finances),jberens,,,,,,,
11/26/2019 12:47:54,11/26/2019 12:48:02,IP Address,35.1.49.238,100,7,True,11/26/2019 12:48:03,R_pgeyFAiV2jFdKZr,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 11:09:39,11/26/2019 12:48:57,IP Address,35.3.122.11,100,5958,True,11/26/2019 12:48:58,R_uxp1Hl6UU1oWLBv,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,Yes,"42.29973613965557,-83.71794995751952",300,"1 roommate, we are 4 people living in a house",August,2019,August,2019,August,July,Willowtree Apartments,"Water,Heat",,I'm not sure,Yes,Yes,Neutral,Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Some of them,Once or twice a month,Once or twice a semester,Agree,Neutral,,Agree,Disagree,,,,7,No,,Neutral,Strongly Agree,Strongly Agree,29,Graduate,,Engineering,Prefer not to say,Prefer not to say,Female,,Preferred response not listed (Please specify),Don't want to say,"Less than $49,000",I am mostly financially dependent on other(s) (I am responsible for less than 50% of my finances),mansibvb,,,,,,,
11/26/2019 12:51:19,11/26/2019 12:51:27,IP Address,35.2.83.124,100,7,True,11/26/2019 12:51:27,R_3FUrAV7JgdXqVy8,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 13:09:57,11/26/2019 13:10:19,IP Address,35.1.32.25,100,21,True,11/26/2019 13:10:19,R_2QzU9UOllrb2jLh,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 13:02:14,11/26/2019 13:10:26,IP Address,35.2.138.157,100,491,True,11/26/2019 13:10:27,R_3FOPuzn0uNGnPEs,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,Yes,"42.280148492275586,-83.74039468255614",800,3,May,2019,August,2019,August,August,Cabrio Property,"Water,Laundry",,Definitely not,I'm not sure,Maybe,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Some of them,Once or twice every other month,Never,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,7,No,,Disagree,Neutral,Somewhat agree,19,Undergraduate,Junior,LSA,East Asian,No,Female,,Preferred response not listed (Please specify),what's the point of filling out sexual orientation???,"$50,000 to $74,999",I am fully financially dependent on other(s),yifeiy,,,,,,,
11/26/2019 13:07:16,11/26/2019 13:11:37,IP Address,35.1.107.133,100,261,True,11/26/2019 13:11:38,R_2COC1f1jSJFPO8a,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,Yes,"42.27544909087288,-83.74775466409301",675,5,November,2017,September,2018,September,August,Michigan Commercial Realty,"Laundry,Parking",,Definitely yes,Yes,Yes,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Some of them,Once or twice a semester,Never,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,September,2019,8,No,,Strongly disagree,Strongly Agree,Strongly Agree,20,Undergraduate,Junior,LSA,White,No,Male,,Heterosexual,,"$200,000 or more",I am mostly financially independent (I am responsible for more than 50% of my finances),jamorel,,,,,,,
11/26/2019 13:07:30,11/26/2019 13:13:10,IP Address,73.144.152.168,100,339,True,11/26/2019 13:13:11,R_1jP4oxczV0JmIQQ,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,Yes,"42.298752140629006,-83.72515973535155",575,1,December,2017,August,2018,August,July,CMB,"Water,Laundry,Parking",,Definitely not,Yes,Yes,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Strongly Agree,,Once or twice a semester,Never,Strongly Agree,Neutral,,Agree,,,,,9,No,,Neutral,Somewhat agree,Somewhat agree,22,Graduate,,Engineering,White,No,Male,,Heterosexual,,"$200,000 or more",I am mostly financially dependent on other(s) (I am responsible for less than 50% of my finances),joshwilh,,,,,,,
11/26/2019 13:16:38,11/26/2019 13:16:51,IP Address,35.3.93.168,100,13,True,11/26/2019 13:16:52,R_2PjJSk8nvg2f4I6,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 13:42:40,11/26/2019 13:43:03,IP Address,35.2.83.11,100,22,True,11/26/2019 13:43:03,R_3RxDxcgaswTMWIC,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2019 13:40:07,11/26/2019 13:44:21,IP Address,35.0.40.46,100,253,True,11/26/2019 13:44:21,R_32W8W4w8EflynYE,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,Yes,"42.271432094997095,-83.7408023783264",650,2,November,2017,August,2018,August,August,Arbor Maintenance,"Water,Heat,Parking",,Definitely yes,Yes,Maybe,Disagree,Disagree,Agree,Agree,Neutral,,Agree,Some of them,Once or twice a semester,Never,Neutral,Agree,Agree,Agree,Neutral,Agree,September,2019,5,No,,Neutral,Neutral,Strongly Agree,20,Undergraduate,Junior,LSA,White,No,Female,,Asexual,,"$75,000 to $99,999",I am mostly financially dependent on other(s) (I am responsible for less than 50% of my finances),zuzanna,,,,,,,
11/26/2019 13:44:26,11/26/2019 13:49:14,IP Address,23.28.93.241,100,287,True,11/26/2019 13:49:15,R_33CpElL688EOcxc,,,,,42.2886047363281,-83.4641036987305,anonymous,EN,Yes,"42.26859781540996,-83.73842057672118",700,4,October,2017,August,2018,September,August,Arborstone Properties,"Water,Heat,Parking",,Definitely yes,Yes,Yes,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,All of them,Once or twice every other month,Once or twice a semester,Agree,Strongly Agree,,Strongly Agree,,,,,2,No,,Disagree,Somewhat agree,Somewhat agree,21,Undergraduate,Senior,Business,South Asian,No,Female,,Heterosexual,,"$50,000 to $74,999",I am fully financially dependent on other(s),helipat,,,,,,,
11/26/2019 14:16:32,11/26/2019 14:17:03,IP Address,35.3.103.78,100,30,True,11/26/2019 14:17:04,R_3MgQKtHCIZ7idmg,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
